Date,close,ret,rf,state,lam,p_bear,raw_state,vm_alarm
2004-01-02,0.1761226654052734,-0.005172359808781,3.57936511910151e-05,0.0,,,0.0,0.0
2004-01-05,0.18184594810009,0.0324960031785053,3.57936511910151e-05,0.0,,,0.0,0.0
2004-01-06,0.1892485916614532,0.0407083228342746,3.575396916222951e-05,0.0,,,0.0,0.0
2004-01-07,0.1909271031618118,0.0088693473786125,3.5158729269391014e-05,0.0,,,0.0,0.0
2004-01-08,0.1916139125823974,0.0035972337568204,3.361111122464377e-05,0.0,,,0.0,0.0
2004-01-09,0.194361001253128,0.0143365825252865,3.3412698715452166e-05,0.0,,,0.0,0.0
2004-01-12,0.1965743601322174,0.0113878754730576,3.361111122464377e-05,0.0,,,0.0,0.0
2004-01-13,0.186424508690834,-0.0516336486333036,3.420634875221858e-05,0.0,,,0.0,0.0
2004-01-14,0.1850509196519851,-0.0073680711216294,3.404761827181256e-05,0.0,,,0.0,0.0
2004-01-15,0.1853567957878112,0.0016529295633944,3.3809523733835374e-05,0.0,,,0.0,0.0
2004-01-16,0.188179925084114,0.0152307838744396,3.420634875221858e-05,0.0,,,0.0,0.0
2004-01-20,0.1934453547000885,0.0279808253384143,3.4007936243026975e-05,0.0,,,0.0,0.0
2004-01-21,0.1845171004533767,-0.0461538828913927,3.440476126141018e-05,0.0,,,0.0,0.0
2004-01-22,0.1802434772253036,-0.0231611228312843,3.3809523733835374e-05,0.0,,,0.0,0.0
2004-01-23,0.176199659705162,-0.0224353057452771,3.440476126141018e-05,0.0,,,0.0,0.0
2004-01-26,0.1831435412168502,0.0394091652804977,3.500000115424868e-05,0.0,,,0.0,0.0
2004-01-27,0.172688752412796,-0.0570852170630208,3.559523868182349e-05,0.0,,,0.0,0.02331017883289111
2004-01-28,0.1722308695316314,-0.0026514922064528,3.638888871858991e-05,0.0,,,0.0,0.0
2004-01-29,0.1671944856643676,-0.0292420509805231,3.638888871858991e-05,0.0,,,0.0,0.0
2004-01-30,0.1697895973920822,0.0155215150631469,3.559523868182349e-05,0.0,,,0.0,0.0
2004-02-02,0.1725367456674575,0.0161797207695328,3.57936511910151e-05,0.0,,,0.0,0.0
2004-02-03,0.1719259917736053,-0.0035398482305291,3.61904762093983e-05,0.0,,,0.0,0.0
2004-02-04,0.1672713607549667,-0.0270734574256106,3.61904762093983e-05,0.0,,,0.0,0.0
2004-02-05,0.1697895973920822,0.0150547985366389,3.615079418061272e-05,0.0,,,0.0,0.0
2004-02-06,0.1736814081668853,0.0229213734797664,3.59920637002067e-05,0.0,,,0.0,0.0
