Date,close,ret,rf,state,lam,p_bear,raw_state,vm_alarm,p_bear_raw,flip_p,flip_need,flip_req,flip_gap
2004-01-02,4510.2001953125,0.0074382482733903,3.57936511910151e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-05,4513.2998046875,0.0006872442997589,3.57936511910151e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-06,4505.2001953125,-0.0017946092051291,3.575396916222951e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-07,4473.0,-0.007147339500252,3.5158729269391014e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-08,4494.2001953125,0.0047395920662867,3.361111122464377e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-09,4466.2998046875,-0.0062080880718443,3.3412698715452166e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-12,4449.60009765625,-0.0037390474803601,3.361111122464377e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-13,4440.10009765625,-0.0021350233260296,3.420634875221858e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-14,4461.39990234375,0.0047971451586741,3.404761827181256e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-15,4456.10009765625,-0.0011879241501564,3.3809523733835374e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-16,4487.89990234375,0.0071362411055859,3.420634875221858e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-19,4518.10009765625,0.0067292488624197,3.420634875221858e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-20,4499.2998046875,-0.0041611058990266,3.4007936243026975e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-21,4511.2001953125,0.0026449428003445,3.440476126141018e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-22,4476.7998046875,-0.0076255517679629,3.3809523733835374e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-23,4460.7998046875,-0.0035739815712212,3.440476126141018e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-26,4445.5,-0.0034298344147662,3.500000115424868e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-27,4447.0,0.0003374198627825,3.559523868182349e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-28,4468.10009765625,0.0047447937162694,3.638888871858991e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-29,4411.5,-0.0126675984018217,3.638888871858991e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-01-30,4390.7001953125,-0.0047149052901507,3.559523868182349e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-02,4381.39990234375,-0.0021181799155129,3.57936511910151e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-03,4390.60009765625,0.0020998300811525,3.61904762093983e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-04,4398.5,0.0017992762192045,3.61904762093983e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-05,4384.39990234375,-0.0032056604879504,3.615079418061272e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-06,4402.7001953125,0.0041739561573677,3.59920637002067e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-09,4434.39990234375,0.0072000603322934,3.61904762093983e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-10,4405.0,-0.006629961886886,3.654761919899592e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-11,4396.10009765625,-0.0020204091586265,3.6111112151827125e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-12,4377.7001953125,-0.0041855057744385,3.563492071060907e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-13,4412.0,0.0078351196192527,3.559523868182349e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-16,4408.10009765625,-0.0008839307216115,3.559523868182349e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-17,4461.5,0.0121140403259314,3.559523868182349e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-18,4442.89990234375,-0.0041690233455676,3.61904762093983e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-19,4515.60009765625,0.0163632305274643,3.61904762093983e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-20,4515.0,-0.0001328943314891,3.634920668980432e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-23,4524.2998046875,0.0020597574058693,3.678571373697312e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-24,4496.7998046875,-0.0060782886163971,3.722222314940559e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
2004-02-25,4507.60009765625,0.0024017731359735,3.722222314940559e-05,0.0,,0.023688663282571912,0,0.0,,0.023688663282571912,2,2,-0.6
