Date,close,ret,rf,state,lam,p_bear,raw_state,vm_alarm,p_bear_raw,flip_p,flip_need,flip_req,flip_gap
2010-01-04,10654.7900390625,0.0102735714573425,2.182539670713361e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-05,10681.830078125,0.0025378293672015,2.3809523277339444e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-06,10731.4501953125,0.0046452823930531,1.7857143566721944e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-07,10681.66015625,-0.0046396375286024,1.7857143566721944e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-08,10798.3203125,0.0109215379017408,1.5873015518226308e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-12,10879.1396484375,0.0074844358750818,1.5873015518226308e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-13,10735.0302734375,-0.0132463944444998,1.984127013692778e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-14,10907.6796875,0.0160828064444027,1.7857143566721944e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-15,10982.099609375,0.0068227087709848,2.182539670713361e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-18,10855.080078125,-0.0115660516447664,2.182539670713361e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-19,10764.900390625,-0.0083076022333293,1.984127013692778e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-20,10737.51953125,-0.0025435311411562,1.984127013692778e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-21,10868.41015625,0.0121900243924177,1.5873015518226308e-06,0.0,,0.01079661511526116,0,0.0,,0.01079661511526116,2,2,-0.6
2010-01-22,10590.5498046875,-0.0255658691168103,1.7857143566721944e-06,0.0,,0.058823529411764705,0,0.1762637600232801,,0.058823529411764705,2,2,-0.4237362399767199
2010-01-25,10512.6904296875,-0.0073517783718404,1.7857143566721944e-06,0.0,,0.04583333333333333,0,0.1415166763618539,,0.04583333333333333,2,2,-0.4584833236381461
2010-01-26,10325.2802734375,-0.0178270403283977,2.579364984754532e-06,0.0,,0.058823529411764705,0,0.1763609974694762,,0.058823529411764705,2,2,-0.4236390025305238
