Date,close,ret,rf,state,lam,p_bear,raw_state,vm_alarm,p_bear_raw,flip_p,flip_need,flip_req,flip_gap
2006-01-03,16.100215911865234,0.0349343286312358,0.0001595238087669,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-04,16.219099044799805,0.0073839465001805,0.0001619841182042,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-05,16.541786193847656,0.0198955039460908,0.0001623015933566,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-06,16.834747314453125,0.0177103679839865,0.0001629761854807,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-09,16.92391586303711,0.0052966965834664,0.0001633730199601,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-10,16.898435592651367,-0.0015055777038807,0.0001657539700704,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-11,17.06827163696289,0.0100504004279178,0.0001663492028675,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-12,17.000333786010742,-0.0039803591363651,0.0001668650763375,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-13,16.758323669433594,-0.0142356097017515,0.0001674603091345,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-17,16.486591339111328,-0.0162147679972247,0.000167936502941,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-18,16.117202758789062,-0.0224053943428537,0.0001685317546602,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-19,16.45686912536621,0.0210747715754782,0.0001683333374205,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-20,15.879435539245604,-0.0350876938816123,0.0001687301529778,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-23,15.853959083557127,-0.0016043678394935,0.0001685317546602,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-24,15.853959083557127,0.0,0.000170436510964,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-25,15.807254791259766,-0.0029459072053364,0.0001709127047705,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-26,16.176639556884766,0.0233680528657791,0.0001719047531249,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-27,16.231842041015625,0.0034124815563048,0.0001721031703646,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-30,16.278541564941406,0.0028770316891808,0.0001723015876043,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-01-31,15.836976051330566,-0.0271256188307327,0.0001734126938713,0.0,,0.030456852791878174,0,0.0179402584340641,,0.030456852791878174,2,2,-0.5820597415659359
2006-02-01,16.219099044799805,0.024128532633421,0.0001730952376411,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-02,15.95586395263672,-0.0162299454141062,0.0001730952376411,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-03,15.75205898284912,-0.0127730450944288,0.0001730952376411,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-06,16.040775299072266,0.0183287985740467,0.000172500004844,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-07,16.155412673950195,0.0071466230740455,0.0001738888876778,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-08,16.388935089111328,0.0144547477600294,0.0001742857221573,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-09,16.34222984313965,-0.0028498035850242,0.0001744841204749,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-10,16.18088722229004,-0.0098727421164829,0.000175595245664,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-13,16.028039932250977,-0.0094461624964857,0.0001754761877514,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-14,16.240331649780273,0.0132450205032326,0.0001764682550278,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
2006-02-15,16.219099044799805,-0.0013073997156182,0.0001758730222308,0.0,,0.010603829160530192,0,0.0,,0.010603829160530192,2,2,-0.6
